protocol_id,mode,artifact_name,source_path,published_path,size_bytes,mtime_utc,sha256,config_sha256,created_at_utc,reused_or_generated
v085c_timm_adapter_activation,exploratory,model_inventory,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/model_inventory.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/model_inventory.csv,1083,2026-07-01T02:01:12.860215+00:00,8136a6a5af3841464456796fbe3db813094b8a3c7a7f1e334e311cd7df899e4c,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,adapter_job_summary,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/adapter_job_summary.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/adapter_job_summary.csv,1781,2026-07-01T02:01:12.864216+00:00,43b3d84c1175aadeb7ac32edfa1c0432d597a029daacac22899f038b2b842b90,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,onboarded_models,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models.csv,2135,2026-07-01T02:01:12.864216+00:00,5e3176de3ddcab4a0232b518e6afa042e367cdc703e5b0a16e580b80deaeda25,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,model_baselines,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/model_baselines_from_adapters.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/model_baselines_from_adapters.csv,1043,2026-07-01T01:59:53.727516+00:00,84728ac2da69fa6a805144199e32af868bf8a762aef55bf386e2b7794736cab1,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,forward_cost,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/forward_cost_summary_from_adapters.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/forward_cost_summary_from_adapters.csv,1566,2026-07-01T01:59:53.731516+00:00,962138ede2f511aae5ad7e65131440ab456c60c6d51eed3283647e0906d3b6c9,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,adapter_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/adapter_manifest.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/adapter_manifest.csv,4835,2026-07-01T02:01:12.868216+00:00,d40f0a164f5d0af53b4cad721adeee6469ca260df73eceef4b1908f8e4ffee86,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,prediction_check,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/adapter_vs_legacy_prediction_check.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/adapter_vs_legacy_prediction_check.csv,2096,2026-07-01T02:01:12.868216+00:00,5e3652eb8466c3df026dea556ff6c61b02f74639469e699427f1eb2c083df245,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,baseline_check,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/adapter_vs_legacy_baseline_check.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/adapter_vs_legacy_baseline_check.csv,1117,2026-07-01T01:59:53.719516+00:00,b5e398b06972be7dd70d84279d59452c217847ae168b6165ecc4d80158692e65,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,routing_results,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/single_scout_routing_results_from_adapters.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/single_scout_routing_results_from_adapters.csv,5247,2026-07-01T02:01:12.872216+00:00,07f5bae5261ce048e8bb2768af586f48b590667041d6a121f5e877951f37f22e,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,routing_summary,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/routing_replay_summary.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/routing_replay_summary.csv,1270,2026-07-01T01:59:55.611532+00:00,d5145c6bf23011f0d4e6ef46d8362d0e6e3ab5de67313027f04db065ac396005,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
