record_type,task_id,dataset_id,evaluation_design,route_id,scout_id,expert_id,benchmark_split,analysis_split,cohort,comparison_axis,policy,requested_budget,budget_source,risk_cap,risk_cap_met,n_cases,selected_n,realized_budget,corrected_total,introduced_total,corrected_selected,introduced_selected,dangerous_introduced_selected,net_selected,corrected_capture_rate,help_rate_among_consulted,harm_rate_among_consulted,introduced_burden_per_case,scout_accuracy,final_accuracy,cost_protocol_id,cost_comparable,estimated_component_cost_ms_per_case,formal_v1_1_route,policy_may_grant_eligibility,safety_eligibility_gate_required,dataset_id_used_as_predictor,current_case_expert_output_used_for_ranking,test_used_for_fit_threshold_budget_or_route_selection,retrospective_only,comparison_status,route_selected_from_development_only,v1_1_unavailable_reason,locked_comparator_policy,comparator_corrected_selected,comparator_introduced_selected,comparator_net_selected,delta_corrected_selected,delta_introduced_selected,delta_net_selected,corrected_difference_ci_lower,corrected_difference_ci_upper,introduced_difference_ci_lower,introduced_difference_ci_upper,net_difference_ci_lower,net_difference_ci_upper,bootstrap_replicates,bootstrap_group_count,study_decision,source_commit_sha,protocol_sha256,generated_at_utc
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,reference_endpoint,scout_only,0,fixed_grid,,,485,0,0,59,34,0,0,0,0,0,,,0,0.8206185567,0.8206185567,h100_gpu_forward_only_batch16_component_v0_1,True,0.871569966,True,False,True,False,False,False,False,available,True,,,,,,,,,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,reference_endpoint,always_expert,1,fixed_grid,,,485,485,1,59,34,59,34,15,25,1,0.1216494845,0.07010309278,0.07010309278,0.8206185567,0.8721649485,h100_gpu_forward_only_batch16_component_v0_1,True,1.369561447,True,False,True,False,False,False,False,available,True,,,,,,,,,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,same_budget,dual_logistic_harm_screened_help,0.1,fixed_grid,,,485,48,0.09896907216,59,34,0,0,0,0,0,0,0,0,0.8206185567,0.8206185567,h100_gpu_forward_only_batch16_component_v0_1,True,0.9208557208,True,False,True,False,False,False,False,available,True,,margin,27,6,21,-27,-6,-21,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,same_budget,entropy,0.1,fixed_grid,,,485,48,0.09896907216,59,34,18,8,4,10,0.3050847458,0.375,0.1666666667,0.01649484536,0.8206185567,0.8412371134,h100_gpu_forward_only_batch16_component_v0_1,True,0.9208557208,True,False,True,False,False,False,False,available,True,,margin,27,6,21,-9,2,-11,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,same_budget,margin,0.1,fixed_grid,,,485,48,0.09896907216,59,34,27,6,4,21,0.4576271186,0.5625,0.125,0.01237113402,0.8206185567,0.8639175258,h100_gpu_forward_only_batch16_component_v0_1,True,0.9208557208,True,False,True,False,False,False,False,available,True,,margin,27,6,21,0,0,0,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,same_budget,dual_logistic_harm_screened_help,0.2,fixed_grid,,,485,97,0.2,59,34,0,0,0,0,0,0,0,0,0.8206185567,0.8206185567,h100_gpu_forward_only_batch16_component_v0_1,True,0.9711682622,True,False,True,False,False,False,False,available,True,,margin,39,14,25,-39,-14,-25,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,same_budget,entropy,0.2,fixed_grid,,,485,97,0.2,59,34,37,12,6,25,0.6271186441,0.381443299,0.1237113402,0.02474226804,0.8206185567,0.8721649485,h100_gpu_forward_only_batch16_component_v0_1,True,0.9711682622,True,False,True,False,False,False,False,available,True,,margin,39,14,25,-2,-2,0,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,same_budget,margin,0.2,fixed_grid,,,485,97,0.2,59,34,39,14,6,25,0.6610169492,0.4020618557,0.1443298969,0.02886597938,0.8206185567,0.8721649485,h100_gpu_forward_only_batch16_component_v0_1,True,0.9711682622,True,False,True,False,False,False,False,available,True,,margin,39,14,25,0,0,0,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,same_budget,consultation_policy_baseline_v1_1,0.3,frozen_v1_1_route_budget,,,485,146,0.3010309278,59,34,48,17,8,31,0.813559322,0.3287671233,0.1164383562,0.03505154639,0.8206185567,0.8845360825,h100_gpu_forward_only_batch16_component_v0_1,True,1.021480804,True,False,True,False,False,False,False,available,True,,entropy,48,17,31,0,0,0,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,same_budget,dual_logistic_harm_screened_help,0.3,fixed_grid,,,485,146,0.3010309278,59,34,10,4,1,6,0.1694915254,0.06849315068,0.02739726027,0.00824742268,0.8206185567,0.8329896907,h100_gpu_forward_only_batch16_component_v0_1,True,1.021480804,True,False,True,False,False,False,False,available,True,,entropy,48,17,31,-38,-13,-25,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,same_budget,entropy,0.3,fixed_grid,,,485,146,0.3010309278,59,34,48,17,8,31,0.813559322,0.3287671233,0.1164383562,0.03505154639,0.8206185567,0.8845360825,h100_gpu_forward_only_batch16_component_v0_1,True,1.021480804,True,False,True,False,False,False,False,available,True,,entropy,48,17,31,0,0,0,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development,development_oof,aptos_exact_duplicate_excluded_high_capability_image,same_budget,margin,0.3,fixed_grid,,,485,146,0.3010309278,59,34,47,20,9,27,0.7966101695,0.3219178082,0.1369863014,0.0412371134,0.8206185567,0.8762886598,h100_gpu_forward_only_batch16_component_v0_1,True,1.021480804,True,False,True,False,False,False,False,available,True,,entropy,48,17,31,-1,3,-4,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_high_capability_image,reference_endpoint,scout_only,0,fixed_grid,,,1036,0,0,107,79,0,0,0,0,0,,,0,0.8262548263,0.8262548263,h100_gpu_forward_only_batch16_component_v0_1,True,0.871569966,True,False,True,False,False,False,True,available,True,,,,,,,,,,,,,,,,,NO_IMPROVEMENT,509392828975a69929aa3821c37aff952800accc,57ba5c6490bc6f44b2cc78b43b8e0e1e7a3513eb63402874eca5d06071aae8a2,2026-07-30T11:02:01+08:00
